Spc_Code,Spc_Name,Family
0625,"JACKS,POMPANOS (NS)",CARANGIDAE
0626,BLUERUNNER,CARANX CRYSOS
0627,CREVALLE JACK,CARANX HIPPOS
0628,"SCAD,MACKEREL",DECAPTERUS MACARELLUS
0629,PILOTFISH,NAUCRATES DUCTOR
0630,"SCAD,BIGEYE",SELAR CRUMENOPHTHALMUS
0631,ATLANTIC LOOKDOWN,SELENE VOMER
0632,AMBERJACKS,SERIOLA  SP.
0633,BANDED RUDDERFISH,SERIOLA ZONATA
0634,SAUREL,TRACHURUS TRACHURUS
0635,"MOONFISH,ATLANTIC",VOMER SETAPINNIS
0636,"SCAD,ROUGH",TRACHURUS LATHAMI
0640,DOLPHINS (NS),CORYPHAENIDA
0641,DOLPHIN,CORYPHAENA HIPPURUS
0643,POMFRETS (NS),BRAMIDAE
0644,RAY'S BREAM,BRAMA RAII
0645,"POMFRET,BIGSCALE",TARACTES LONGIPINNIS
0647,WEAKFISHES (NS),OTOLITHIDAE
0648,"WEAKFISH, COMMON",CYNOSCION REGALIS
0649,"WEAKFISH,SPOTTED",CYNOSCION NEBULOSUS
0651,"DRUMS,ETC.",SCIAENIDAE
0652,"DRUM,BLACK",POGONIAS CROMIS
0653,"DRUM,RED",SCIAENOPS OCELLATA
0654,SPOT,LEIOSTOMUS XANTHURUS
0655,ATLANTIC CROAKER,MICROPOGON UNDULATUS
0658,SURMULLETS (NS),MULLIDAE
0659,RED GOATFISH,MULLUS AURATUS
0661,PORGIES (NS),SPARIDAE
0662,SHEEPSHEAD,ARCHOSARGUS PROBATOCEPHALUS
0663,SCUP,STENOTOMUS CHRYSOPS
0664,"PORGY,RED",PAGRUS PAGRUS (SEDECIM)
0667,BUTTERFLYFISH (NS),CHAETODONTIDAE
0668,SPOTFIN BUTTERFLYFISH,CHAETODON OCELLATUS
0669,BLUE ANGELFISH,HOLACANTHUS BERMUDENSIS
0671,WRASSES,LABRIDAE (CORIDAE)
0672,CUNNER,TAUTOGOLABRUS ADSPERSUS
0673,TAUTOG,TAUTOGA ONITIS
0674,HOGFISH,LACHNOLAIMUS MAXIMUS
0675,PEARLY RAZORFISH,HEMIPTERONOTUS NOVACULA
0678,SWALLOWERS (NS),CHIASMODONTIDAE
0679,BLACK SWALLOWER,CHIASMODON NIGER
0681,PERCOPHIDS (NS),PTEROPSARIDAE (TRACHINOIDEA)
0682,PERCOPHID (NCN) HYP.GOB.,HYPSICOMETES (ACANTHAPHRITIS) GOBOIDES
0684,STARGAZERS (NS),URANOSCOPIDAE
0685,STARGAZER,KATHETOSTOMA ALBIGUTTA
0687,DRAGONETS (NS),DRACONETTIDAE
0688,DRAGONET,DRACONETTA ACANTHOPOMA
0692,SAND LANCES (NS),AMMODYTOIDEI (SUBORDER)
0693,SAND LANCES (NS),AMMODYTIDAE
0694,"SAND LAUNCE,OFFSHORE",AMMODYTES DUBIUS
0695,"SAND LAUNCE,INSHORE",AMMODYTES HEXAPTERUS
0697,BLENNIES (NS),BLENNIOIDEA (SUBORDER)
0698,WOLFFISHES (NS),ANARHICHADIDAE
0699,"WOLFFISH,BROADHEAD",ANARHICHAS DENTICULATUS
0700,"WOLFFISH,STRIPED",ANARHICHAS LUPUS
0701,"WOLFFISH,SPOTTED",ANARHICHAS MINOR
0703,GUNNELS (NS),PHOLIDAE
0704,"GUNNEL,BANDED",PHOLIS FASCIATA
0705,"GUNNEL,ROCK",PHOLIS GUNNELLUS
0706,YARRELL'S BLENNY,CHIROLOPHIS (CHIROLOPHUS) ASCANI
0709,PRICKLEBACKS (NS),STICHAEIDAE (LUMPENIDAE)
0710,"SHANNY,ARCTIC",STICHAEUS PUNCTATUS
0711,FOURLINE SNAKEBLENNY,EUMESOGRAMMUS PRAECISUS
0712,"SHANNY,RADIATED",ULVARIA SUBBIFURCATA
0713,BLENNY (NCN)  LEP.MAC.,LEPTOCLINUS MACULATUS
0714,BLENNIES (NS),LUMPENUS  SP.
0715,"EEL BLENNY,SLENDER",LUMPENUS FABRICII
0716,SNAKE BLENNY,LUMPENUS LUMPRETAEFORMIS
0717,SHANNY,LUMPENUS MACULATUS
0718,"EEL BLENNY,STOUT",LUMPENUS MEDIUS
0721,WRYMOUTH,CRYPTACANTHODES MACULATUS
0725,EELPOUTS (NS),ZOARCIDAE
0726,EELPOUT (NS),LYCODES  SP.
0727,"EELPOUT,ESMARK'S",LYCODES ESMARKI
0728,"EELPOUT,LAVAL'S",LYCODES LAVALAEI
0729,"EELPOUT,ARCTIC",LYCODES RETICULATUS
0730,"EELPOUT,VAHL'S",LYCODES VAHLII
0731,"EELPOUT,POLAR",LYCODES TURNERI
0732,"EELPOUT,NEWFOUNDLAND",LYCODES TERRAENOVAE
0733,EELPOUT (NCN) LYC.AGN.,LYCODES AGNOSTUS
0734,"EELPOUT,ATLANTIC",LYCODES ATLANTICUS
0735,EELPOUT (NCN) LYC.ATR.,LYCODES ATRATUS
0736,EELPOUT (NCN)  LYC.EUD.,LYCODES EUDIPLEUROSTICTUS
0737,EELPOUT (NCN) LYC.FRI.,LYCODES FRIGIDUS
0738,EELPOUT (NCN) LYC.MUC.,LYCODES MUCOSUS
0739,EELPOUT (NCN) LYC.NIG.,LYCODES NIGRICANS
0740,"EELPOUT,ARCTIC PALE",LYCODES PALLIDUS
0741,"EELPOUT,SEMINUDE",LYCODES SEMINUDUS
0742,"EELPOUT,VACHON'S",LYCODES VACHONI
0743,EELPOUT (NCN) LYC.MIR.,LYCODONUS MIRABILIS
0744,"POUT,OCEAN (COMMON)",MACROZOARCES AMERICANUS
0745,"EELPOUT,SOFT",MELANOSTIGMA ATLANTICUM
0746,"OCEAN POUT,GREEN",GYMNELIS VIRIDIS
0747,WOLF EEL (NS),LYCENCHELYS  SP.
0748,"WOLF EEL,INGOLF'S",LYCENCHELYS INGOLFIANUS
0749,"WOLF EEL,KOLTHOFF'S",LYCENCHELYS KOLTHOFFI
0750,"WOLF EEL,NORTHERN",LYCENCHELYS PAXILLUS
0751,"WOLF EEL,SAR'S",LYCENCHELYS SARSI
0752,"WOLF EEL,VERRILL'S",LYCENCHELYS VERRILLI
0756,CUSK EELS (NCN),OPHIDIOIDEI (SUBORDER)
0757,BROTULIDS(BYTHITIDS) NS,BROTULIDAE(BYTHITIDAE)
0759,BROTULID(BYTHITID) NCN,CATAETYX LATICEPS
0760,CUSK EELS (NS),OPHIDIIDAE
0761,CUSK EEL,LEPOPHIDIUM CERVINUM
0775,RUFFS (NS),STROMATEOIDEI (SUBORDER)
0776,RUFFS (NS),CENTROLOPHIDAE
0777,CORNISH BLACKFISH,CENTROLOPHUS BRITTANICUS
0778,"RUFF,BLACK",CENTROLOPHUS NIGER
0779,BARRELFISH,PALINURICHTHYS PERCIFORMIS
0781,BUTTERFISH (NS),STROMATEIDAE
0782,PORTUGUESE MANOWAR FISH,NOMEUS GRONOVII
0783,BUTTERFISH,PORONOTUS (PEPRILUS) TRIACANTHUS
0784,NORTH ATL. HARVESTFISH,PEPRILUS ALEPIDOTUS
0790,ROCKFISHES (NS),SCORPAENIFORMES (ORDER)
0791,ROCKFISHES (NS),SCORPAENIDAE
0792,REDFISH (NS) SEB.SP.,SEBASTES  SP.
0793,"REDFISH,GOLDEN(MARINUS)",SEBASTES MARINUS
0794,"REDFISH, DEEP WATER",SEBASTES MENTELLA
0795,"REDFISH,VIVIPAROUS",SEBASTES VIVIPAROUS
0796,"REDFISH, BANK",SEBASTES FASCIATUS
0797,BLACKBELLY ROSEFISH,HELICOLENUS DACYTLOPTERUS
0798,SEAROBINS (NS),TRIGLIDAE
0799,SEA ROBIN (NS) PRI.SP.,PRIONOTUS  SP.
0800,"SEAROBIN,NORTHERN",PRIONOTUS CAROLINUS
0801,"SEAROBIN,STRIPED",PRIONOTUS EVOLANS
0802,"SEA ROBIN, SHORTWING",PRIONOTUS STEARNSI
0803,SEA ROBIN SPINY,PRIONOTUS ALATUS
0804,"SEA ROBIN, ARMORED",PERISTEDION MINIATUM
0805,"SEA ROBIN, SLENDER",PERISTEDION GRACILE
0808,SCULPINS (NS),COTTIDAE
0809,SEA RAVEN,HEMITRIPTERUS AMERICANUS
0810,HOOKEAR SCULPIN (NS),ARTEDIELLUS  SP.
0811,"HOOKEAR SCULPIN,ATL.",ARTEDIELLUS ATLANTICUS
0812,"HOOKEAR SCULPIN,ARCTIC",ARTEDIELLUS UNCINATUS
0813,MAILED SCULPINS (NS),TRIGLOPS  SP.
0814,"SCULPIN, MOUSTACHE",TRIGLOPS MURRAYI
0815,"MAILED SCULPIN,ARCTIC",TRIGLOPS NYBELINI
0816,"MAILED SCULPIN,NORTHERN",TRIGLOPS PINGELI
0817,"SCULPIN, RIBBED (HORNED)",MYOXOCEPHALUS  SP.
0818,GRUBBY,MYOXOCEPHALUS AENEUS
0819,"SCULPIN,SHORTHORN",MYOXOCEPHALUS SCORPIUS
0820,"SCULPIN,LONGHORN",MYOXOCEPHALUS OCTODECEMSPINOSUS
0821,"SCULPIN,FOURHORN",MYOXOCEPHALUS QUADRICORNIS
0822,"SCULPIN, ARCTIC",MYOXOCEPHALUS SCORPIOIDES
0823,"SCULPIN,ARCTIC STAGHORN",GYMNOCANTHUS TRICUSPIS
0824,MUDDLER (NS),COTTUS  SP.
0825,"MUDDLER,MOTTLED",COTTUS BAIRDI
0826,"MUDDLER,COMMON SLIMY",COTTUS COGNATUS
0827,"SCULPIN,DEEP SEA",COTTUNCULUS  SP.
0828,"DEEPSEA SCULPIN,PALLID",COTTUNCULUS THOMPSONI
0829,"DEEPSEA SCULPIN,ARCTIC",COTTUNCULUS MICROPS
0830,TWOHORN SCULPIN (NS),ICELUS  SP.
0831,"SCULPIN,TWOHORN",ICELUS BICORNIS
0832,"SCULPIN,SPATULATE",ICELUS SPATULA
0835,ALLIGATORFISH (NS),AGONIDAE
0836,"ALLIGATORFISH,NORTHERN",AGONUS DECAGONUS
0837,"ALLIGATORFISH,ARCTIC",ASPIDOPHOROIDES OLRIKI
0838,"ALLIGATORFISH,COMMON",ASPIDOPHOROIDES MONOPTERYGIUS
0842,LUMPFISHES (NS),CYCLOPTERIDAE
0843,LUMPFISH (NS) EUM.SP.,EUMICROTREMUS  SP.
0844,"LUMPFISH,SPINY",EUMICROTREMUS SPINOSUS
0845,SPINY LUMPSUCKER,EUMICROTREMUS SPINOSUS VARIABILIS
0846,"LUMPSUCKER,LEATHERFIN",EUMICROTREMUS DERJUGINI
0847,"LUMPFISH,NEWFOUNDLAND",EUMICROTREMUS TERRAENOVAE
0849,"LUMPFISH,COMMON",CYCLOPTERUS LUMPUS
0850,"LUMPFISH,ARCTIC",CYCLOPTEROPSIS MACALPINI
0853,SEASNAILS (NS),LIPARIDAE
0854,SEASNAIL (NS) PAR.SP.,PARALIPARIS  SP.
0855,SEASNAIL (NCN)  PAR.BAT.,PARALIPARIS BATHYBII
0856,"SEASNAIL,BLACKSNOUT",PARALIPARIS COPEI
0857,SEASNAILS (NS) LIP.SP.,LIPARIS  SP.
0858,"SEASNAIL,ATLANTIC",LIPARIS ATLANTICUS
0859,"SEASNAIL,GELATINOUS",LIPARIS FABRICII
0860,"SEASNAIL,STRIPED",LIPARIS LIPARIS
0861,"SEASNAIL,KELP(GREENLAND)",LIPARIS TUNICATUS
0862,"SEASNAIL,DUSKY",LIPARIS GIBBUS
0863,SEASNAIL (NS) CAR.SP.,CAREPROCTUS  SP.
0864,"SEASNAIL,LONGFIN",CAREPROCTUS LONGIPINNIS
0865,SEASNAIL (NCN) CAR.REI.,CAREPROCTUS REINHARDI
0866,SEA TADPOLE,CAREPROCTUS RANULUS
0876,FLYING GURNARDS (NS),DACTYLOPTERIFORMES (ORDER)
0877,FLYING GURNARDS (NS),DACTYLOPTERIDAE
0878,FLYING GURNARD,DACTYLOPTERUS VOLITANS
0879,TOADFISHES (NS),BATRACHOIDIFORMES (ORDER)
0880,TOADFISHES (NS),BATRACHOIDIDAE
0881,ATLANTIC MIDSHIPMAN,PORICHTHYS PLECTRODON
0882,FLATFISH,PLUERONECTIFORMES(HETEROSOMATA)(ORDER)
0883,SOLES,SOLEIDAE
0884,TONGUEFISH,SYMPHURUS MARGINATUS
0885,"TONGUEFISH,SPOT FINNED",SYMPHURUS DIOMEDIANUS
0887,RIGHTEYE FLOUNDERS,PLEURONECTIDAE
0889,AMERICAN PLAICE,HIPPOGLOSSOIDES PLATESSOIDES
0890,WITCH FLOUNDER,GLYPTOCEPHALUS CYNOGLOSSUS
0891,YELLOWTAIL FLOUNDER,LIMANDA FERRUGINEA
0892,GREENLAND HALIBUT,REINHARDTIUS HIPPOGLOSSOIDES
0893,HALIBUT (ATLANTIC),HIPPOGLOSSUS HIPPOGLOSSUS
0894,"FLOUNDER,SMOOTH",LIOPSETTA PUTNAMI
0895,"FLOUNDER,WINTER",PSEUDOPLUERONECTES AMERICANUS
0898,SAND-DABS(LEFTEYED),BOTHIDAE
0899,FLOUNDERS (NS) PAR.SP.,PARALICHTHYS  SP.
0900,"FLOUNDER,SUMMER",PARALICHTHYS DENTATUS
0901,"FLOUNDER,FOURSPOT",PARALICHTHYS OBLONGUS
0902,"FLOUNDER,GULF",PARALICHTHYS ALBIGUTTA
0903,FLOUNDER (NCN)  PAR.LET.,PARALICHTHYS LETHOSTIGMUS
0905,"FLOUNDER,DUSKY",SYACIUM PAPILLOSUM
0906,"FLOUNDER,GULFSTREAM",CITHARICHTHYS ARCTIFRONS
0907,"FLOUNDER,WINDOWPANE",SCOPHTHALMUS (LOPHOPSETTA) AQUOSUS
0909,FLOUNDER (NCN) BOT.OCE.,BOTHUS OCELLATUS
0920,SHARKSUCKERS,ECHENEIFORMES (DISCOCEPHALI) (ORDER)
0921,REMORAS/SHARKSUCKERS,ECHENEIDAE
0922,REMORA,REMORA REMORA
0923,"REMORA,SPEARFISH",REMORA BRACHYPTERA
0924,SHARKSUCKER,ECHENEIS NAUCRATES
0927,CORAL REEF FISH,TETRAODONTIFORMES(PLECTOGNATHI)(ORD)
0928,SPIKEFISHES (NS),TRIACANTHIDAE
0929,SPIKEFISH (NS) HOL.SP.,HOLLARDIA  SP.
0932,FILEFISHES (NS),MONACANTHIDAE
0933,"FILEFISH,ORANGE",ALUTERA SCHOEPFI
0934,"FILEFISH,SCRAWLED",ALUTERA SCRIPTA
0937,"FILEFISH,FRINGED",MONACANTHUS CILIATUS
0938,"FILEFISH,PLANEHEAD",MONACANTHUS HISPIDUS
0940,TRIGGERFISHES (NS),BALISTIDAE
0941,"TRIGGERFISH,GREY",BALISTES CAPRISCUS
0942,"TRIGGERFISH,QUEEN",BALISTES VETULA
0946,TRUNKFISHES (NS),OSTRACIONTIDAE (OSTRACIIDAE)
0947,TRUNKFISH,LACTOPHRYS TRIGONUS
0950,PUFFERS (NS),TETRAODONTIDAE
0951,"PUFFER, OCEANIC",LAGOCEPHALUS LAGOCEPHALUS
0952,"PUFFER, SMOOTH",LAGOCEPHALUS LAEVIGATUS
0954,"PUFFER, MARBLED",SPHOEROIDES DORSALIS
0955,"PUFFER,NORTHERN",SPHOEROIDES MACULATUS
0958,PORCUPINEFISHES (NS),DIODONTIDAE
0959,"BURRFISH,STRIPED",CHILOMYCTERUS SCHOEPFI
0962,OCEAN SUNFISHES (NS),MOLIDAE
0963,OCEAN SUNFISH,MOLA MOLA
0964,ANGLERS,LOPHIFORMES (PEDICULATI) (ORDER)
0965,GOOSEFISHES (NS),LOPHIIDAE
0966,"ANGLER,COMMON(MONKFISH)",LOPHIUS AMERICANUS
0968,BATFISHES (NS),OGOCEPHALIDAE
0969,"BATFISH,ATLANTIC",DIBRANCHUS ATLANTICUS
0970,"BATFISH,SPINY",HALIEUTICHTHYS ACULEATUS
0971,"BATFISH,POLKADOT",OGCOCEPHALUS RADIATUS
0974,FROGFISHES (NS),ANTENNARIIDAE
0975,SARGASSUMFISH,HISTRIO HISTRIO
0977,GAPERS (NS),CHAUNACIDAE
0978,GAPER,CHAUNAX PICTUS
0980,SEA DEVILS (NS),CERATIIDAE
0981,"DEEPSEA ANGLER,BIG",CERATIUS HOLBOELLI
0982,"SEA DEVIL, WARTED",CRYPTOSARAS COUESI
0985,BLACKTAIL NETDEVIL,LINOPHRYNE CORONATA
0986,"ANGLERFISH,WHIPNOSE",GIGANTACTIS VANHOEFFENI
0987,FOOTBALLFISHES (NS),HIMANTOLOPHIDAE
0988,"FOOTBALLFISH,ATLANTIC",HIMANTOLOPHUS GROENLANDICUS
0997,"REDFISH, SMALL",SEBASTES  SP.
0998,"REDFISH, LARGE",SEBASTES  SP.
0999,UNIDENTIFIED FISH,UNIDENTIFIED FISH
1000,MARINE MAMMAL,MARINE MAMMAL
1010,WHALE,CETACEA  ORDER
1011,BALEEN WHALE,MYSTICETI  SUBORDER
1012,RORQUAL WHALE,BALAENOPTERIDAE
1013,RORQUAL WHALE (NS),BALAENOPTERA SP.
1014,MINKE WHALE,BALAENOPTERA ACUTOROSTRATA
1015,FIN WHALE,BALAENOPTERA PHYSALUS
1016,BLUE WHALE,BALAENOPTERA MUSCULUS
1017,SEI WHALE,BALAENOPTERA BOREALIS
1018,BRYDES WHALE,BALAENOPTERA EDENI
1020,HUMPBACK WHALE,MEGAPTERA NOVAEANGLIAE
1022,RIGHT WHALE,BALAENIDAE
1023,BOWHEAD WHALE,BALAENA MYSTICETUS
1024,RIGHT WHALE,EUBALAENA GLACIALIS
1030,TOOTHED WHALE,ODONTOCETI  SUBORDER
1031,BEAKED WHALE,ZIPHIIDAE
1032,BEAKED WHALE  NS,MESOPLODON SP.
1033,NORTH SEA BEAKED WHALE,MESOPLODON BIDENS
1034,DENSE BEAKED WHALE,MESOPLODON DENSIROSTRIS
1035,ANTILLEAN BEAKED WHALE,MESOPLODON EUROPAEUS
1036,TRUES BEAKED WHALE,MESOPLODON MIRUS
1038,GOOSEBEAKED WHALE,ZIPHIUS CAVIROSTRIS
1039,N. BOTTLENOSED WHALE,HYPEROODON AMPULLATUS
1040,SPERM WHALE,PHYSETERIDAE
1041,PYGMY SPERM WHALE  NS,KOGIA SP.
1042,PYGMY SPERM WHALE,KOGIA BREVICEPS
1043,DWARF SPERM WHALE,KOGIA SIMUS
1045,SPERM WHALE,PHYCETER CATODON
1050,BELUGAS,MONODON TIDAE
1051,NARWHAL,MONODON MONOCEROS
1052,BELUGA,DELPHINAPTERUS LEUCAS
1053,STENIDAE,STENIDAE
1054,ROUGH TOOTHED DOLPHIN,STENO BREDANENSIS
1055,GUIANA  DOLPHIN,SOTALIA GUIANENSIS
1056,DOLPHIN-KILLER WHALE,DELPHINIDAE
1057,DOLPHIN NS,LAGENORHYNCHUS SP.
1058,WHITE BEAKED DOLPHIN,LAGENORHYNCHUS ALBIROSTRIS
1059,ATL. WHITE SIDED DOLPHIN,LAGENORHYNCHUS ACUTUS
1060,DOLPHIN  NS,STENELLA SP.
1061,SPINNER DOLPHIN,STENELLA LONGIROSTRIS
1062,BRIDLED DOLPHIN,STENELLA FRONTALIS
1063,STRIPED DOLPHIN,STENELLA COERULEOALBA
1064,SPOTTED DOLPHIN,STENELLA  PLAGIODON
1066,FRASERS DOLPHIN,LAGENODELPHIS HOSEI
1067,BOTTLENOSED DOLPHIN,TURSIOPS TRUNCATUS
1068,GRAMPUS,GRAMPUS GRISEUS
1069,SADDLEBACKED DOLPHIN,DELPHINUS DELPHIS
1070,PILOT WHALE NS,GLOBICEPHALA SP.
1071,ATLANTIC PILOT WHALE,GLOBICEPHALA MALAENA
1072,SHORT FINNED PILOT WHALE,GLOBICEPHALA MACRORHYNCHUS
1073,MANY TOOTHED BLACKFISH,PEPONOCEPHALA ELECTRA
1074,PYGMY KILLER WHALE,FERESA ATTENUATA
1075,FALSE KILLER WHALE,PSEUDORCA CRASSIDENS
1076,KILLER WHALE,ORCINUS ORCA
1077,PORPOISES,PHOCOENIDAE
1078,HARBOUR PORPOISE,PHOCOENA PHOCOENA
1080,SEALS,PINNIPEDIA  ORDER
1081,TRUE SEAL,PHOCIDAE
1082,SEAL  NS,PHOCA SP.
1083,HARBOUR SEAL,PHOCA VITULINA
1084,RINGED SEAL,PUSA HISPIDA
1085,HARP SEAL,PHOCA GROENLANDICA
1087,BEARDED SEAL,ERIGNATHUS BARBATUS
1088,GREY SEAL,HALICHOERUS GRYPUS
1089,HOODED SEAL,CYSTOPHORA CRISTATA
1090,WALRUS,ODOBENIDAE
1091,WALRUS,ODOBENUS ROSMARUS
1099,POLAR BEAR,THALARCTOS MARITIMUS
1100,INVERTEBRATE (NS),INVERTEBRATA
1101,SPONGE,PORIFERA
1340,CNIDARIAN,CNIDARIA
1341,HYDROZOAN,HYDROZOA
2040,SCYPHOZOAN,SCYPHOZOA
2100,ANTHOZOAN,ANTHOZOA
2165,SEA ANEMONE,ACTINARIA
2250,COMB-JELLY,CTENOPHORA
2280,FLATWORM,PLATYHELMINTHES
2430,RHYNCHOCOEL,RHYNCHOCOELA
2520,ROTIFER,ROTIFERA
2570,PRIAPULID,PRIAPULIDA
2572,PRIAPULID PRIA SP.,PRIAPULUS  SP.
2573,PRIAPULID PRIA.CAUD.,PRIAPULUS CAUDATUS
2580,HAIRWORM,NEMATOMORPHA
2585,NEMATODE,NEMATODA
2610,ENTOPROCT,ENTOPROCTA
2640,ARROW WORM  CHAET.,CHAETOGNATHA
2641,ARROW WORM  SAGIT.SP.,SAGITTA SP.
2642,ARROW WORM  SAG.ELEG.,SAGITTA ELEGANS
2650,ARROW WORM  SAG.MAX.,SAGITTA MAXIMA
2661,ARROW WORM  EUKR.SP.,EUKROHNIA SP.
2662,ARROW WORM  EUKR.HAM.,EUKROHNIA HAMATA
2670,BRYOZOAN,ECTOPROCTA
3070,PHORONID,PHORONIDA
3080,LAMP SHELL BRACH.,BRACHIOPODA
3081,LAMP SHELL,INARTICULATA
3090,LAMP SHELL,ARTICULATA
3091,LAMP SHELL,RHYNCHONELLIDA
3092,LAMP SHELL,HEMITHYRIDIDAE
3095,LAMP SHELL HEM. SP.,HEMITHYRIS SP.
3096,LAMP SHELL HEM.PSI.,HEMITHYRIS PSITTACEA
3098,LAMP SHELL,TEREBRATULIDA
3099,LAMP SHELL,CANCELLOTHYRIDIDAE
3100,LAMP SHELL,TEREBRATULINA SP.
3101,LAMP SHELL,TEREBRATULINA SEPTENTRIONALIS
3106,LAMP SHELL,DALLINIDAE
3107,LAMP SHELL,GLACIARCULA SP.
3108,LAMP SHELL,GLACIARCULA SPITZBERGENSIS
3110,MOLLUSC,MOLLUSCA
3111,SOLENOGASTER,APLACOPHORA
3125,CHITON,POLYPLACOPHORA
3143,CHITON,ISCHNOCHITONIDAE
3144,CHITON,ISCHNOCHITON SP.
3145,CHITON,ISCHNOCHITON ALBA
3146,CHITON,ISCHNOCHITON RUBER
3151,CHITON,TONICELLA SP.
3152,CHITON,TONICELLA MARMOREA
3154,CHITON,TONICELLA RUBRA
3162,CHITON,MOLPALIIDAE
3163,CHITON,AMICULA SP.
3164,CHITON,AMICULA VESTITA
3167,CHITON,CRYPTOCHITONIDAE
3168,CHITON,SYMMETROGEPHYRUS SP.
3169,CHITON,SYMMETROGEPHYRUS VESTITUS
3172,CHITON,CRYPTOCHITONA SP.
3173,CHITON,CRYPTOCHITONA ABYSSORUM
3175,GASTROPOD GAST.,GASTROPODA
3176,GASTROPOD ARCHA.,ARCHAEOGASTROPODA
3182,GASTROPOD,FISSURELLIDAE
3183,GASTROPOD,PUNCTURELLA SP.
3184,GASTROPOD,PUNCTURELLA NOACHINA
3190,GASTROPOD,ACMAEIDAE
3191,GASTROPOD,ACMAEA SP.
3192,GASTROPOD,ACMAEA TESTUDINALIS
3196,GASTROPOD,LEPETIDAE
3197,GASTROPOD,LEPETA SP.
3198,GASTROPOD,LEPETA CAECA
3201,GASTROPOD,TROCHIDAE
3202,GASTROPOD,CALLIOSTOMA SP.
3206,GASTROPOD,SOLARIELLA SP.
3207,GASTROPOD,SOLARIELLA OBSCURA
3208,GASTROPOD,SOLARIELLA VARICOSA
3212,GASTROPOD,MARGARITES SP.
3213,GASTROPOD,MARGARITES UMBILACALIS
3214,GASTROPOD,MARGARITES HELICINA
3215,GASTROPOD,MARGARITES OLIVACEA
3216,GASTROPOD,MARGARITES GROENLANDICA
3219,GASTROPOD,MARGARITES COSTALIS
3231,GASTROPOD,LEPETELLIDAE
3232,GASTROPOD,ADDISONIA SP.
3233,GASTROPOD,ADDISONIA PARADOXA
3235,GASTROPOD MESOG.,MESOGASTROPODA
3236,GASTROPOD,LACUNIDAE
3237,GASTROPOD,LACUNA SP.
3238,GASTROPOD,LACUNA VINCTA
3239,GASTROPOD,LACUNA PALLIDULA
3247,GASTROPOD,LITTORINIDAE
3248,GASTROPOD,LITTORINA SP.
3249,GASTROPOD,LITTORINA LITTOREA
3250,GASTROPOD,LITTORINA OBTUSATA
3251,GASTROPOD,LITTORINA SAXATILIS
3255,GASTROPOD,HYDROBIIDAE
3256,GASTROPOD,HYDROBIA SP.
3257,GASTROPOD,HYDROBIA MINUTA
3258,GASTROPOD,HYDROBIA TOTTENI
3261,GASTROPOD,RISSOIDAE
3262,GASTROPOD,ALVANIA SP.
3266,GASTROPOD,ALVANIA JANMAYENIS
3267,GASTROPOD,ALVANIA MIGHELSI
3285,GASTROPOD,CINGULA SP.
3286,GASTROPOD,CINGULA ARENARIA
3288,GASTROPOD,CINGULA CASTANEA
3289,GASTROPOD,CINGULA ACULEUS
3298,GASTROPOD,SKENEOPSIDAE
3299,GASTROPOD,SKENEOPSIS SP.
3300,GASTROPOD,SKENEOPSIS PLANORBIS
3308,GASTROPOD,TURRITELLIDAE
3309,GASTROPOD,TURRITELLOPSIS SP.
3310,GASTROPOD,TURRITELLOPSIS ACICULA
3313,GASTROPOD,TACHRHYNCHUS SP.
3314,GASTROPOD,TACHRHYNCHUS EROSA
3315,GASTROPOD,TACHRHYNCHUS RETICULATUM
3318,GASTROPOD,CERITHIIDAE
3319,GASTROPOD,BITTIUM SP.
3320,GASTROPOD,BITTIUM ALTERNATUM
3322,GASTROPOD,CERITHIOPSIS SP.
3324,GASTROPOD,CERITHIOPSIS GREENI
3334,GASTROPOD,TRIPHORIDAE
3335,GASTROPOD,TRIPHORA SP.
3336,GASTROPOD,TRIPHORA NIGROCINCTA
3351,GASTROPOD,TRICHOTROPIDAE
3352,GASTROPOD,TRICHOTROPIS SP.
3353,GASTROPOD,TRICHOTROPIS BOREALIS
3355,GASTROPOD,TRICHOTROPIS BICARINATA
3376,GASTROPOD,PYRAMIDELLIDAE
3377,GASTROPOD,ODOSTOMIA SP.
3378,GASTROPOD,ODOSTOMIA BISUTURALIS
3379,GASTROPOD,ODOSTOMIA TRIFIDA
3380,GASTROPOD,ODOSTOMIA SEMINUDA
3383,GASTROPOD,TURBONILLA SP.
3384,GASTROPOD,TURBONILLA INTERRUPTA
3391,GASTROPOD,PYRAMIDELLA SP.
3392,GASTROPOD,PYRAMIDELLA FUSCA
3400,GASTROPOD,CALYPTRAEIDAE
3401,GASTROPOD,CRUCIBULUM SP.
3402,GASTROPOD,CRUCIBULUM STRIATUM
3405,GASTROPOD,CREPIDULA SP.
3406,GASTROPOD,CREPIDULA FORNICATA
3407,GASTROPOD,CREPIDULA PLANA
3416,GASTROPOD,APORRHAIDAE
3417,GASTROPOD,APORRHAIS SP.
3418,GASTROPOD,APORRHAIS OCCIDENTALIS
3420,"SNAIL, MOON",NATICIDAE
3421,GASTROPOD,NATICA SP.
3422,GASTROPOD,NATICA CLAUSA
3429,GASTROPOD,POLINICES SP.
3430,GASTROPOD,POLINICES IMMACULATA
3431,GASTROPOD,POLINICES NANA
3437,GASTROPOD,LUNATIA SP.
3438,GASTROPOD,LUNATIA HEROS
3439,GASTROPOD,LUNATIA TRISERIATA
