Spc_Code,Spc_Name,Family
8080,SHRIMP EUAL.GAI.GAI.,EUALUS GAIMARDII GAIMARDII
8081,SHRIMP EUAL.GAI.BEL.,EUALUS GAIMARDII BELCHERI
8084,SHRIMP  SPIRO.SP.,SPIRONTOCARIS  SP.
8085,SHRIMP  SPIRO.SPI.,SPIRONTOCARIS SPINUS
8086,SHRIMP  SPIRO.PHI.,SPIRONTOCARIS PHIPPSI
8087,SHRIMP  SPIRO.LIL.,SPIRONTOCARIS LILLJEBORGI
8091,SHRIMP   LEBB.SP.,LEBBEUS  SP.
8092,SHRIMP  LEBB.GRO.,LEBBEUS GROENLANDICUS
8093,SHRIMP   LEB.POL.,LEBBEUS POLARIS
8094,SHRIMP  LEB.ZEB.,LEBBEUS ZEBRA
8095,SHRIMP  LEB.MIC.,LEBBEUS MICROCEROS
8099,SHRIMP  CARID.SP.,CARIDION  SP.
8100,SHRIMP  CARID.GOR.,CARIDION GORDONI
8102,SHRIMP  LATRE.SP.,LATREUTES  SP.
8103,SHRIMP  LATRE.FUC.,LATREUTES FUCORUM
8106,SHRIMP  PAND.,PANDALIDAE
8107,SHRIMP  DICH.SP.,DICHELOPANDALUS  SP.
8108,SHRIMP  DICH.LEP.,DICHELOPANDALUS LEPTOCERUS
8110,SHRIMP  PANDALUS SP.,PANDALUS  SP.
8111,SHRIMP  PAND.BOR.,PANDALUS BOREALIS
8112,SHRIMP  PAND.MON.,PANDALUS MONTAGUI
8113,SHRIMP  PAND.PRO.,PANDALUS PROPINQUUS
8117,SHRIMP   CRANG.,CRANGONIDAE
8118,SHRIMP   SCLE.SP.,SCLEROCRANGON  SP.
8119,SHRIMP  SCLE.BOR.,SCLEROCRANGON BOREAS
8120,SHRIMP   SCLE.FER.,SCLEROCRANGON FEROX
8124,SHRIMP   CRANG.SP.,CRANGON  SP.
8125,SHRIMP   CRANG.SEP.,CRANGON  SEPTEMSPINOSA
8127,SHRIMP   SAB.SP.,SABINEA  SP.
8128,SHRIMP  SAB.SEP.,SABINEA SEPTEMCARINATA
8129,SHRIMP   SAB.SAR.,SABINEA SARSI
8130,SHRIMP   SAB.HYS.,SABINEA HYSTRIX
8134,SHRIMP  PONT.SP.,PONTOPHILUS  SP.
8135,SHRIMP   PON.NOR.,PONTOPHILUS NORVEGICUS
8137,SHRIMP  ARGIS SP.,ARGIS  SP.
8138,SHRIMP   ARG.DEN.,ARGIS DENTATA
8140,MALACOSTRACAN  REP.,REPTANTIA
8141,MALACOSTRACAN  MAC.,MACRURA
8143,MALACOSTRACAN  POL.,POLYCHELIDAE
8144,MALACOSTRACAN STE.SP.,STEREOMASTIS  SP.
8145,MALACOSTRACAN STE.SCU.,STEREOMASTIS SCULPTA
8149,MALACOSTRACAN POL.SP.,POLYCHELES  SP.
8150,MALACOSTRACAN POL.GRA.,POLYCHELES GRANULATUS
8152,LOBSTER  NEPH.,NEPHROPSIDAE
8153,LOBSTER  HOM.SP.,HOMARUS  SP.
8154,LOBSTER  HOM.AM.,HOMARUS AMERICANUS
8157,MALACOSTRACAN  ANO.,ANOMURA
8158,MALACOSTRACAN  GAL.,GALATHEIDAE
8159,MALACOSTRACAN MUN.SP.,MUNIDA  SP.
8160,MALACOSTRACAN MUN.TEN.,MUNIDA TENUIMANA
8163,MALACOSTRACAN MUNID.SP.,MUNIDOPSIS  SP.
8164,MALACOSTRACAN MUNID.CUR.,MUNIDOPSIS CURVIROSTRA
8167,MALACOSTRACAN  AXI.,AXIIDAE
8168,MALACOSTRACAN  AXI.SP.,AXIUS  SP.
8169,MALACOSTRACAN  AXI.SER.,AXIUS SERRATUS
8172,MALACOSTRACAN CAL.SP.,CALOCARIS  SP.
8173,MALACOSTRACAN  CAL.TEM.,CALOCARIS TEMPLEMANI
8174,MALACOSTRACAN CAL.MAC.,CALOCARIS MACANDREAE
8177,HERMIT CRAB   PAG.,PAGURIDAE
8178,HERMIT CRAB   PAG.SP.,PAGURUS  SP.
8179,HERMIT CRAB   PAG.ACA.,PAGURUS ACADIANUS
8180,HERMIT CRAB   PAG.PUB.,PAGURUS PUBESCENS
8181,HERMIT CRAB   PAG.POL.,PAGURUS POLITUS
8182,HERMIT CRAB   PAG.ARC.,PAGURUS ARCUATUS
8183,HERMIT CRAB   PAG.KRO.,PAGURUS KROYERI
8184,HERMIT CRAB   PAG.LON.,PAGURUS LONGICARPUS
8190,HERMIT CRAB   PARAP.,PARAPAGURIDAE
8191,HERMIT CRAB  PARAP.SP.,PARAPAGURUS  SP.
8192,HERMIT CRAB  PARAP.PIL.,PARAPAGURUS PILOSIMANUS
8194,SPINY CRAB   LITH.,LITHODIDAE
8195,SPINY CRAB  LITH.SP.,LITHODES  SP.
8196,SPINY CRAB  LITH.MAJ.,LITHODES MAJA
8199,SPINY CRAB   NEOL.SP.,NEOLITHODES  SP.
8200,"SPINY CRAB, NEOL.GRI.",NEOLITHODES GRIMALDII
8203,CRAB   BRACH.,BRACHYURA
8204,CRAB   CANCR.,CANCRIDAE
8205,CRAB   CANC.SP.,CANCER  SP.
8206,CRAB   CANC.IRR.,CANCER IRRORATUS
8207,CRAB   CANC.BOR.,CANCER BOREALIS
8211,CRAB SPIDER,MAJIDAE
8212,CRAB   CHIO.SP.,CHIONOECETES  SP.
8213,"CRAB, SNOW OR QUEEN",CHIONOECETES OPILIO
8216,"CRAB, TOAD   HYAS.SP.",HYAS  SP.
8217,"CRAB, TOAD   HYAS ARA.",HYAS ARANEUS
8218,"CRAB, TOAD   HYAS COAR.",HYAS COARCTATUS
8221,CRAB   LIB.SP.,LIBINIA  SP.
8222,CRAB    LIB.EMA.,LIBINIA EMARGINATA
8223,CRAB   LIB.DUB.,LIBINIA DUBIA
8226,CRAB   PEL.SP.,PELIA  SP.
8227,CRAB    PEL.MUT.,PELIA MUTICA
8230,CRAB   PORT.,PORTUNIDAE
8231,CRAB    CARC.SP.,CARCINUS  SP.
8232,CRAB   CARC.MAE.,CARCINUS MAENAS
8234,CRAB   OVAL.SP.,OVALIPES  SP.
8235,CRAB   OVAL.OCE.,OVALIPES OCELLATUS
8238,CRAB    PORT.SP.,PORTUNUS  SP.
8239,CRAB   PORT.SAYI,PORTUNUS SAYI
8242,CRAB   XANT.,XANTHIDAE
8243,CRAB   NEOP.SP.,NEOPANOPE  SP.
8244,CRAB   NEOP.SAYI,NEOPANOPE SAYI
8246,CRAB   RHIT.SP.,RHITHROPANOPEUS  SP.
8247,CRAB   RHIT.HAR.,RHITHROPANOPEUS HARRISII
8250,CRAB   GERY.,GERYONIDAE
8251,CRAB   GERY.SP.,GERYON  SP.
8252,CRAB   GERY.QUI.,GERYON QUIQUEDENS
8256,CRAB   GRAP.,GRAPSIDAE
8257,CRAB   PLAN.SP.,PLANES  SP.
8258,CRAB   PLAN.MIN.,PLANES MINUTUS
8260,ECHINODERM,ECHINODERMATA
8261,FEATHER STAR,CRINOIDEA
8262,FEATHER STAR,ANTEDONIDAE
8267,FEATHER STAR,HELIOMETRA SP.
8268,FEATHER STAR,HELIOMETRA GLACIALIS
8290,SEA CUCUMBER  HOL.,HOLOTHUROIDEA
8291,SEA CUCUMBER  DEN.,DENDROCHIROTIDA
8292,SEA CUCUMBER   PSOL.,PSOLIDAE
8293,SEA CUCUMBER  PSOL.SP.,PSOLUS  SP.
8294,SEA CUCUMBER  PSOL.PHA.,PSOLUS PHANTAPUS
8295,SEA CUCUMBER  PSOL.FAB.,PSOLUS FABRICII
8300,SEA CUCUMBER,PHYLLOPHORIDAE
8301,SEA CUCUMBER,PENTAMERA SP.
8302,SEA CUCUMBER,PENTAMERA CALCIGERA
8310,SEA CUCUMBER  CUCU.,CUCUMARIIDAE
8311,SEA CUCUMBER  CUCU.SP.,CUCUMARIA  SP.
8312,SEA CUCUMBER  CUCU.FRO.,CUCUMARIA FRONDOSA
8314,SEA CUCUMBER,CUCUMARIA CALCIGERA
8317,SEA CUCUMBER,STEREODERMA SP.
8318,SEA CUCUMBER,STEREODERMA UNISEMITA
8319,SEA CUCUMBER,STEREODERMA PARASIMILIS
8325,SEA CUCUMBER,APODIDA
8326,SEA CUCUMBER,SYNAPTIDAE
8336,SEA CUCUMBER  CHIRI.,CHIRIDOTIDAE
8337,SEA CUCUMBER  CHIR. SP.,CHIRIDOTA SP.
8338,SEA CUCUMBER  CHI. LAEV.,CHIRIDOTA LAEVIS
8341,SEA CUCUMBER,MYRIOTROCHIDAE
8342,SEA CUCUMBER,MYRIOTROCHUS SP.
8343,SEA CUCUMBER,MYRIOTROCHUS RINKII
8360,SEA URCHIN   ECH.,ECHINOIDEA
8361,SEA URCHIN  ECH.,ECHINOIDA
8362,SEA URCHIN   STRO.,STRONGYLOCENTROTIDAE
8363,SEA URCHIN   STRO.SP.,STRONGYLOCENTROTUS  SP.
8364,SEA URCHIN   STRO.DRO.,STRONGYLOCENTROTUS DROEBACHIENSIS
8365,SEA URCHIN   STRO.PAL.,STRONGYLOCENTROTUS PALLIDUS
8370,SAND DOLLAR   CYLP.,CLYPEASTEROIDA
8371,SAND DOLLAR  ECH.,ECHINARACHNIDAE
8372,SAND DOLLAR  ECH.SP.,ECHINARACHNIUS  SP.
8373,SAND DOLLAR  ECH.PAR.,ECHINARACHNIUS PARMA
8375,ECHINOID,SPATANGOIDA
8376,ECHINOID,SCHIZASTERIDAE
8377,ECHINOID,BRISASTER SP.
8378,ECHINOID,BRISASTER FRAGILIS
8390,SEA STAR,ASTEROIDEA
8391,SEA STAR,PAXILLOSIDA
8405,SEA STAR GONIOP.,GONIOPECTINIDAE
8406,SEA STAR CTENO. SP.,CTENODISCUS SP.
8407,SEA STAR CTENO.CRISP.,CTENODISCUS CRISPATUS
8419,SEA STAR,VALVATIDA
8442,SEA STAR,SPINULOSIDA
8443,SEA STAR SOLAS.,SOLASTERIDAE
8444,SEA STAR SOLAS. SP.,SOLASTER SP.
8445,SEA STAR SOL.END.,SOLASTER ENDECA
8447,SEA STAR CROSS.PAP.,CROSS PAPPOSUS
8482,SEA STAR ECHIN.,ECHINASTERIDAE
8476,SEA PORANIA,
8483,SEA STAR HENR. SP.,HENRICIA SP.
8484,SEA STAR,HENRICIA SANGUINOLENTA
8485,SEA STAR,HENRICIA ESCHRICHTI
8494,SEA STAR,FORCIPULATIDA
8495,SEA STAR ASTERIIDAE,ASTERIIDAE
8497,SEA ASTERIAN RUBANS,
8506,SEA STAR LEPT. SP.,LEPTASTERIAS SP.
8508,SEA STAR LEPT. GRO.,LEPTASTERIAS GROENLANDICA
8511,SEA STAR LEPT POL,LEPTASTERIAS POLARIS
8525,SEA STAR,PEDICELLASTERIDAE
8526,SEA STAR,PEDICELLASTER SP.
8527,SEA STAR,PEDICELLASTER TYPICUS
8530,BRITTLE STAR,OPHIUROIDEA
8531,BRITTLE STAR,PHRYNOPHIURIDA
8539,BASKET STAR GORGO.,GORGONOCEPHALIDAE
8540,BASKET STAR GORGO. SP.,GORGONOCEPHALUS SP.
8541,BASKET STAR GORG.ARCT.,GORGONOCEPHALUS ARCTICUS
8549,BRITTLE STAR,OPHIURIDA
8550,BRITTLE STAR OPHIUR.,OPHIURIDAE
8551,BRITTLE STAR OPHIU. SP.,OPHIURA SP.
8552,BRITTLE STAR OPH. ROB.,OPHIURA ROBUSTA
8553,BRITTLE STAR OPH. SAR.,OPHIURA SARSI
8554,BRITTLE STAR OPH. SIG.,OPHIURA SIGNATA
8557,BRITTLE STAR AMPHIO.SP,AMPHIOPHIURA SP.
8558,BRITTLE STAR AMPH. CON.,AMPHIOPHIURA CONVEXA
8560,BRITTLE STAR OPHIOC.SP.,OPHIOCTEN SP.
8561,BRITTLE STAR OPH.SER.,OPHIOCTEN SERICEUM
8563,BRITTLE STAR OPHIOL.SP.,OPHIOLEPIS SP.
8564,BRITTLE STAR OPH. ELE.,OPHIOLEPIS ELEGANS
8566,BRITTLE STAR OPHIOM.SP.,OPHIOMUSIUM SP.
8567,BRITTLE STAR OPH. LYM.,OPHIOMUSIUM LYMANI
8569,BRITTLE STAR STEGO.SP.,STEGOPHIURA SP.
8570,BRITTLE STAR STEG. NOD.,STEGOPHIURA NODOSA
8571,BRITTLE STAR STEG. STU.,STEGOPHIURA STUWITZII
8573,BRITTLE STAR OPHIACA.,OPHIACANTHIDAE
8574,BRITTLE STAR OPHIACA.SP,OPHIACANTHA SP.
8575,BRITTLE STAR OPH. BID.,OPHIACANTHA BIDENTATA
8581,BRITTLE STAR OPHIACT.,OPHIACTIDAE
8582,BRITTLE STAR OPHIOP.SP.,OPHIOPHOLIS SP.
8583,BRITTLE STAR OPH. ACUL.,OPHIOPHOLIS ACULEATA
8586,BRITTLE STAR OPHIOPUS.SP,OPHIOPUS SP.
8587,BRITTLE STAR OPH. ARCT.,OPHIOPUS ARCTICUS
8589,BRITTLE STAR AMPHIUR.,AMPHIURIDAE
8590,BRITTLE STAR AMPHIP.SP.,AMPHIPHOLIS SP.
8591,BRITTLE STAR AMPH.SQU.,AMPHIPHOLIS SQUAMATA
8596,BRITTLE STAR AMPHIURA.SP,AMPHIURA SP.
8597,BRITTLE STAR AMPH.SUND.,AMPHIURA SUNDEVALLI
8598,BRITTLE STAR AMPH.DENT.,AMPHIURA DENTICULATA
8599,BRITTLE STAR,AMPHIURA FRAGILIS
8600,ACORN WORM,HEMICHORDATA
8660,POGONOPHORE,POGONOPHORA
8679,CHORDATE,CHORDATA
8680,"TUNICATE, SESSILE",ASCIDIACEA
8681,"TUNICATE, SESSILE",ENTEROGONA
8682,"TUNICATE, SESSILE",CLAVELINIDAE
8690,"TUNICATE, SESSILE",POLYCLINIDAE
8705,"TUNICATE, SESSILE",APLIDIUM SP.
8706,"TUNICATE, SESSILE",APLIDIUM GLABRUM
8709,"TUNICATE, SESSILE",DIDEMNIDAE
8710,"TUNICATE, SESSILE",DIDEMNUM SP.
8711,"TUNICATE, SESSILE",DIDEMNUM ALBIDUM
8741,"TUNICATE, SESSILE",ASCIDIIDAE
8742,"TUNICATE, SESSILE",ASCIDIA SP.
8744,"TUNICATE, SESSILE",ASCIDIA CALLOSA
8750,"TUNICATE, SESSILE",PLEUROGONA
8751,"TUNICATE, SESSILE",STYELIDAE
8758,"TUNICATE, SESSILE",DENDRODOA SP.
8760,"TUNICATE, SESSILE",DENDRODOA GROSSULARIA
8761,"TUNICATE, SESSILE",DENDRODOA CARNEA
8780,"TUNICATE, SESSILE",PELONAIA SP.
8781,"TUNICATE, SESSILE",PELONAIA CORRUGATA
8790,"TUNICATE, SESSILE",PYURIDAE
8791,"TUNICATE, SESSILE",BOLTENIA SP.
8792,"TUNICATE, SESSILE",BOLTENIA OVIFERA
8793,"TUNICATE, SESSILE",BOLTENIA ECHINATA
8805,"TUNICATE, SESSILE",MOLGULIDAE
8806,"TUNICATE, SESSILE",MOLGULA SP.
8809,"TUNICATE, SESSILE",MOLGULA CITRINA
8810,"TUNICATE, SESSILE",MOLGULA COMPLANATA
8811,"TUNICATE, SESSILE",MOLGULA MANHATTENSIS
8826,"TUNICATE, SESSILE",EUGYRA SP.
8830,"TUNICATE, PELAGIC",THALIACEA
8831,DOLIOLID,DOLIOLIDA
8840,SALP,SALPIDA
8860,APPENDICULARIAN,LARVACEA
8861,APPENDICULARIAN,COPELATA
8868,APPENDICULARIAN,OIKOPLEURIDAE
8869,APPENDICULARIAN,OIKOPLEURA SP.
8871,APPENDICULARIAN,OIKOPLEURA LABRADORIENSIS
8872,APPENDICULARIAN,OIKOPLEURA VANHOEFFENI
9600,BIRDS,AVES(CLASS)
9601,LOON   GAVIIF.,GAVIIFORMES (ORDER)
9602,LOON   GAVIID.,GAVIIDAE
9603,LOON   (NS),GAVIA SP.
9604,LOON  COMMON,GAVIA IMMER
9605,LOON RED-THROATED,GAVIA STELLATA
9606,RESERVED,
9607,PROCELL(ORDER),PROCELLARIIFORMES(ORDER)
9608,PROCELL(FAM),PROCELLARIIDAE
9609,RESERVED,
9610,FULMAR NORTHERN(NODDY),FULMARUS GLACIALIS
9611,SHEARWATER(NS),PUFFINUS SP.
9612,SHEARWATER CORY'S,PUFFINUS DIOMEDIA
9613,SHEARWATER GREATER,PUFFINUS GRAVIS
9614,SHEARWATER MANX,PUFFINUS PUFFINUS
9615,SHEARWATER SOOTY,PUFFINUS GRISEUS
9616,RESERVED,
9617,PETREL HYDROB.,HYDROBATIDAE
9618,PETREL OCEANDROMA.SP.,OCEANODROMA SP.
9619,PETREL LEACH'S,OCEANODROMA LEUCORHOA
9620,PETREL OCEANITES SP.,OCEANITES SP.
9621,PETREL WILSON'S,OCEANITES OCEANICUS
9622,RESERVED,
9623,RESERVED,
9624,PELECANIFORMES(ORDER),PELECANIFORMES(ORDER)
9625,RESERVED,
9626,GANNET,MORUS BASSANUS
9627,CORMORANT (FAM.),PHALACROCORACIDAE
9628,CORMORANT (NS),PHALACROCORAX SP.
9629,CORMORANT  GREAT,PHALACROCORAX CARBO
9630,CORMORANT DOUBLE-CRESTED,PHALACROCORAX AURITUS
9631,RESERVED,
9632,ANSERIF. (ORDER),ANSERIFORMES(ORDER)
9633,WATERFOWL  ANATIDAE,ANATIDAE
9634,RESERVED,
9635,DUCK HARLEQUIN,HISTRIONICUS HISTRIONICUS
9636,DUCK EIDER(NS),SOMATERIA SP.
9637,DUCK EIDER COMMON,SOMATERIA MOLLISSIMA
9638,DUCK EIDER KING,SOMATERIA SPECTABILIS
9639,RESERVED,
9640,DUCK OLDSQUAW,CLANGULA HYEMALIS
9641,RESERVED,
9642,DUCK SCOTER COMMON(BLK),OIDEMIA NIGRA
9643,DUCK SCOTER MELL.SP.,MELLANITTA SP.
9644,DUCK SCOTER WHITE-WING,MELLANITTA DEGLANDI
9645,DUCK SCOTER SURF,MELLANITTA PERSPICILLATA
9646,RESERVED,
9647,MERGANSER   MERG.SP.,MERGUS SP.
9648,MERGANSER COMMON,MERGUS MERGANSER
9649,MERGANSER RED-BREASTED,MERGUS SERRATOR
9650,RESERVED,
9651,RESERVED,
9652,CHARAD.(ORDER),CHARADRIIFORMES(ORDER)
9653,PHALAROPE,PHALAROPODIDAE
9654,PHALAROPE RED,PHALAROPUS FULICARIUS
9655,PHALAROPE NORTHERN,LOBIPES LOBATUS
9656,RESERVED,
9657,JAEGERS AND SKUA,STERCORARIIDAE
9658,JAEGER (NS),STERCORARIUS SP.
9659,JAEGER PARASITIC,STERCORARIUS PARASITICUS
9660,JAEGER POMARINE,STERCORARIUS POMARINUS
9661,JAEGER LONG-TAILED,STERCORARIUS LONGICAUDUS
9662,RESERVED,
9663,SKUA NORTHERN,CATHARACTA SKUA
9664,RESERVED,
9665,GULLS AND TERNS,LARIDAE
9666,GULL (NS),LARINAE(SUBFAM.)
9667,GULL IVORY,PAGOPHILA EBURNEA
9668,GULL  LARUS SP.,LARUS SP.
9669,GULL GLAUCOUS,LARUS HYPERBOREUS
9670,GULL ICELAND,LARUS GLAUCOIDES
9671,GULL GREAT BLACK-BACKED,LARUS MARINUS
9672,GULL HERRING,LARUS ARGENTATUS
9673,GULL RING-BILLED,LARUS DELAWARENSIS
9674,GULL BONAPARTE'S,LARUS PHILADELPHIA
9675,GULL BLACK-HEADED,LARUS RIDIBUNDUS
9676,GULL LITTLE,LARUS MINUTUS
9677,RESERVED,
9678,RESERVED,
9679,GULL SABINE'S,XEMA SABINI
9680,KITTIWAKE BLACK-LEGGED,RISSA TRIDACTYLA
9681,RESERVED,
9682,RESERVED,
9683,TERN (NS),STERNINAE(SUBFAM.)
9684,TERN   STERNA SP.,STERNA SP.
9685,TERN ARCTIC,STERNA PARADISAEA
9686,TERN COMMON,STERNA HIRUNDO
9687,TERN CASPIAN,HYDROPROGNE CASPIA
9688,RESERVED,
9689,RESERVED,
9690,ALCIDAE,ALCIDAE
9691,RAZORBILL,ALCA TORDA
9692,MURRE(NS),URIA SP.
9693,MURRE COMMON,URIA AALGE
9694,MURRE THICK-BILLED,URIA LOMVIA
9695,DOVEKIE,PLAUTUS ALLE
9696,GUILLEMOT BLACK,CEPPHUS GRYLLE
9697,PUFFIN COMMON( ATLANTIC),FRATERCULA ARCTICA
9698,RESERVED,
9699,RESERVED,
9801,SHRIMP P.B. MALE,PANDALUS BOREALIS(MALE)
9802,SHRIMP P.B. TRANSIT.,PANDALUS BOREALIS(TRANSIT.)
9803,SHRIMP P.B. TRANS. W/HR,PANDALUS BOREALIS(TRANS. W/HR)
9804,SHRIMP P.B. TRANS.W/O HR,PANDALUS BOREALIS(TRANS. W/O HR)
9805,SHRIMP P.B. FEE 1ST,PANDALUS BOREALIS(FEE 1ST)
9806,SHRIMP P.B. FEE(1)W/HR,PANDALUS BOREALIS(FEE 1ST W/HR)
9807,SHRIMP P.B. FEE(1)W/O HR,PANDALUS BOREALIS(FEE 1ST W/O HR)
9808,SHRIMP P.B. FEE(1+),PANDALUS BOREALIS(FEE(1+)
9809,SHRIMP P.B. FEE(1+)W/HR,PANDALUS BOREALIS(FEE(1+) W/HR)
9810,SHRIMP P.B. FEE(1+)W/OHR,PANDALUS BOREALIS(FEE(1+) W/O HR)
9811,SHRIMP P.B. FEE OVIG.,PANDALUS BOREALIS(FEE OVIG.)
9812,SHRIMP P.M. MALE,PANDALUS MONTAGUI(MALE)
9813,SHRIMP P.M. TRANS W/HR,PANDALUS MONTAGUI(TRANS. W/HR)
9814,SHRIMP P.M. TRANS W/O HR,PANDALUS MONTAGUI(TRANS.W/O HR)
9815,SHRIMP P.M. FEE(1)W/HR,PANDALUS MONTAGUI(FEE 1ST W/HR)
9816,SHRIMP P.M. FEE(1)W/O HR,PANDALUS MONTAGUI(FEE 1ST W/O HR)
9817,SHRIMP P.M. FEE(1+)W/HR,PANDALUS MONTAGUI(FEE(1+) W/HR)
9818,SHRIMP P.M. FEE(1+)W/0HR,PANDALUS MONTAGUI(FEE(1+) W/O HR)
9819,SHRIMP P.M. FEE OVIG.,PANDALUS MONTAGUI(FEE OVIG.)
9830,SHRIMP P.B. MALE IMM.,PANDALUS BOREALIS(MALE IMM.)
9831,SHRIMP P.B. M MATURING,PANDALUS BOREALIS(M-MATURING)
9832,SHRIMP P.B. M MATURE,PANDALUS BOREALIS(M-MATURE)
9833,SHRIMP P.M. MALE IMM,PANDALUS MONTAGUI(MALE-IMM)
9834,SHRIMP P.M. M MATURING,PANDALUS MONTAGUI(M-MATURING)
9835,SHRIMP P.M. M MATURE,PANDALUS MONTAGUI(M-MATURE)
9851,SNOW CRAB MALE,CHIONOECETES OPILIO MALE
9852,SNOW CRAB FEMALE,CHIONOECETES OPILIO FEMALE
9971,RHYNCH.LARVA TYPE A,OMMASTREPHIDAE(LARVA)
9972,RHYNCH.LARVA TYPE B,OMMASTREPHIDAE(LARVA)
9973,RHYNCH.LARVA TYPE C,ILLEX SPECIES(LARVA)
9980,UNID. MATERIAL,UNIDENTIFIED MATERIAL
9981,SAND,SAND
9982,STONE,STONE
9983,SHELLS,SHELLS
9984,"EGGS, FISH (SPAWN)","EGGS, FISH(SPAWN)"
9985,"EGGS, INVERTEBRATE","EGGS, INVERTEBRATE"
9986,"EGGS, UNIDENTIFIED","EGGS, UNIDENTIFIED"
9987,PLANT MATERIAL,PLANT MATERIAL
9989,INSECTS,INSECTA
9990,GELATINOUS ZOOPLANK,GELATINOUS ZOOPLANKTON
9991,GEPHYRAEA,GEPHYRAEA
9992,BRYOZOAN ECT. OR ENT.,BRYOZOA (ECTOPROCTA OR ENTOPROCTA)
9993,BAIT,BAIT
9994,"OFFAL, FISH","OFFAL, FISH"
9995,"OFFAL, OTHER","OFFAL, OTHER"
9997,EVERTED,EVERTED
9998,EMPTY,EMPTY
